Gene	t1_gene_score	t1_SIEG_score
CCNL1	0.635900477	2.273269874
NKTR	0.594031643	2.101875485
CD99L2	0.323240243	0.939313832
NNMT	0.012611446	-0.375856837
RAB35	0.023184715	-0.343656618
MAPKAPK3	0	-0.43962773
IDH3A	0.022131527	-0.349131115
PCGF5	0.073764684	-0.121119402
SOS1	1.056391431	4.090451952
SEMA3F	0	-0.43962773
PRIC285	-0.043610991	-0.632223188
MTSS1L	0	-0.43962773
SYF2	0	-0.43962773
KAT2A	1.089325201	4.205884241
BIRC2	0.04398084	-0.263177976
LDLR	0.006062096	-0.412537013
TMEM167B	0.024444476	-0.338880393
RARA	0	-0.43962773
ACAT1	0.214093282	0.458378226
ALDH7A1	-0.028172145	-0.56199468
LTBP1	-0.082013852	-0.796917969
MFSD6	0.019741083	-0.362119823
CEBPD	-0.091186227	-0.832696475
SLC7A8	0	-0.43962773
ZNF384	0	-0.43962773
PSIP1	0	-0.43962773
PARN	0	-0.43962773
SH3BP2	0	-0.43962773
UBE2B	0.164733453	0.2669302
VAV2	0	-0.43962773
NFKB2	-0.012745231	-0.509164713
PIK3C2A	1.343125168	5.334665739
CTDSPL	0	-0.43962773
ERAL1	0.818676195	3.066782269
CLN3	0.079997247	-0.096242916
NBEAL2	0.048672377	-0.247922645
TRIM2	0	-0.43962773
PNP	0	-0.43962773
SUDS3	0.091856774	-0.049073423
ZZEF1	0.525700334	1.800133562
RPS19BP1	1.4527784	5.785961964
LARP4	0.184640803	0.336309887
RYK	0.825121454	3.081757962
UNC13B	0	-0.43962773
SLC25A36	-0.136052705	-1.018319635
USP48	0.317052267	0.911273921
VAPB	0.104506382	0.010453042
SYAP1	0.257799929	0.640243282
HIP1R	0	-0.43962773
MRPS21	0.675533716	2.445383902
KDM4B	0.003852838	-0.421005575
HDAC6	0.011682756	-0.390424054
BCKDHA	0.034967223	-0.292960961
PCGF3	0	-0.43962773
DNAJC21	0.440348376	1.412313522
PLIN2	-0.023146215	-0.541939217
DPP3	0.891819298	3.352651742
SLC20A2	0	-0.43962773
BTBD6	0.036793462	-0.281408208
AIFM1	0.145238651	0.175546425
MOBKL2A	0.087014108	-0.071321861
HS6ST1	0	-0.43962773
HLA-DMA	-0.254170644	-1.527749723
FAM60A	0.281518673	0.779901481
ERF	0.09006764	-0.051730721
SAP30BP	0.461508756	1.53602174
ZAK	0	-0.43962773
NCK2	0	-0.43962773
MMS19	0	-0.43962773
TMEM129	0.760276715	2.790969746
THAP4	0.427685849	1.394008783
SUCLG2	0.019108009	-0.356779676
AKIRIN1	0.069028121	-0.138803475
GMPR2	0	-0.43962773
TAF9	0.302247257	0.862992011
DENND5A	0.087169268	-0.069413212
CUL7	0.116911885	0.047255221
BAT5	0	-0.43962773
PDHB	0.101750107	-0.016251193
UBE2G1	0.262112039	0.656856946
COMMD7	0	-0.43962773
LBR	0.093611474	-0.038316945
FTSJD2	0.32401772	0.95021055
C1orf151	0.865464944	3.25316845
TUBA4A	0.028180385	-0.325781468
SIRT2	0	-0.43962773
TACC2	0	-0.43962773
MRPS15	2.32300558	9.502315418
GPATCH8	1.906502899	7.696794767
ROCK1	1.654094274	6.644489359
ATF7	1.335554999	5.284987032
CELSR1	0.046981468	-0.261728013
GGCT	0.683188365	2.496578451
DDAH1	-0.014748152	-0.519605559
CHD6	0.806204055	3.022221416
WASH7P	0.419676226	1.359599409
USP4	0	-0.43962773
GALNT11	0.586468845	2.058724291
PQBP1	1.386447162	5.520988619
PPPDE1	0.657609898	2.347224426
HES1	0.033682072	-0.293801686
FBXW4	1.266585692	4.961072131
USP36	0	-0.43962773
MAST2	0	-0.43962773
RHOG	-0.091486201	-0.829844124
C19orf48	1.718947947	6.961129199
ARFIP2	0.040404356	-0.268235746
FUBP3	0.25874158	0.668280508
MICAL3	0	-0.43962773
PHIP	0.708913891	2.601333578
KLHL24	0.008355106	-0.394012212
BCAP29	-0.019125273	-0.523074094
TMEM115	0.76716382	2.82493861
UBE3B	0.019267361	-0.348887543
AIP	1.165166815	4.54236914
C1orf9	0.195095874	0.380316023
CEBPG	-0.005909712	-0.467148519
FGFR1	0.012762445	-0.389181336
HIBADH	0.013295009	-0.386908367
PHC3	0.982502491	3.802641779
LMBRD1	1.301985814	5.100801674
HDGFRP2	1.38120444	5.462386413
SLC16A3	0.012183908	-0.377867786
ZC3HAV1	0.288238136	0.783383946
CCDC72	1.596217349	6.414915973
LSS	0	-0.43962773
HMGCR	0.014357118	-0.375728001
TMEM63A	0	-0.43962773
MED1	1.729844366	6.932120924
CYB5A	0.026398908	-0.334766579
LDB1	0.061619613	-0.173602778
FIBP	1.196893828	4.691102108
SELS	0	-0.43962773
MYH11	-0.083940728	-0.810631005
EHMT1	0.287530735	0.764200418
SPOP	0	-0.43962773
XPNPEP1	0	-0.43962773
TNFRSF14	0	-0.43962773
EXT1	0.045535697	-0.248803133
PPP3CA	-0.009789055	-0.483181393
AMOTL1	0.015107605	-0.370640492
NOP10	1.88779499	7.652010836
WFS1	0	-0.43962773
C12orf23	0.017836523	-0.367835745
BAG5	0.268521395	0.719890354
FNBP1	-0.026504165	-0.556706002
NADK	0	-0.43962773
NDUFS6	2.198293025	8.977286273
AP3M1	0.303676503	0.852181164
CCAR1	1.707361849	6.83749325
CDK12	1.723806725	6.903491415
BRP44	0.007954543	-0.416352962
ALAD	-0.182299434	-1.214635147
EDEM3	0.488927165	1.638694514
TMEM181	0.041667274	-0.264858221
UFD1L	0.845504517	3.195652137
CITED2	0.553203226	1.912763654
ACP2	-0.018970352	-0.522541997
CNOT8	0.23928359	0.597548302
MFF	0	-0.43962773
SFRS14	0	-0.43962773
CRAT	0	-0.43962773
ARID5B	0	-0.43962773
PFDN1	0.022504039	-0.347416031
ACVR1B	-0.025829405	-0.549542124
PHF10	0	-0.43962773
EIF2AK4	0.046520225	-0.244502969
VPS29	0.212990148	0.473396944
SSBP1	1.74001562	7.026788635
ZNF592	0.172377745	0.291358029
C5orf24	1.063823862	4.108502391
MOV10	0.021522582	-0.350922915
CETN2	0.076468472	-0.109096765
ANAPC13	0.23225039	0.545500398
ANKIB1	0.846466953	3.191130727
PHRF1	0	-0.43962773
NEK7	0.618312562	2.229852499
UAP1	0	-0.43962773
BLOC1S1	2.065745356	8.372533758
KDM4A	0.112912235	0.031483532
SRPK1	1.460062165	5.773417577
ACAA2	-0.091506142	-0.842381935
PCDH1	0	-0.43962773
CBARA1	-0.015117135	-0.50988956
USP33	0.19995051	0.418149128
SC5DL	0	-0.43962773
RNASEN	0.461714394	1.493308825
TP53INP2	0	-0.43962773
PMP22	-0.073118482	-0.753153923
SEC23A	0.188613779	0.37149249
NAGA	0	-0.43962773
NAGK	0	-0.43962773
ANKRD13A	0	-0.43962773
MEF2A	1.373491016	5.470304727
UBL4A	-0.02532114	-0.553445178
ACO1	-0.017601422	-0.513506703
NCOA1	0.563456555	1.997193015
PCMTD2	0.024522515	-0.335967939
CYBASC3	0	-0.43962773
SLC20A1	0	-0.43962773
TCF20	1.019743279	3.887489524
SEC24D	0.203602548	0.428719208
VTI1B	0.138040634	0.14643044
PLDN	0.186971916	0.360651095
HEBP2	0.300162293	0.831700346
ZRANB2	0.181369019	0.332904489
HIGD2A	1.407884548	5.590808237
PPFIBP1	0.077791365	-0.102065076
OSBPL2	0	-0.43962773
GNPAT	0.038849117	-0.271653837
AP1M1	0.091046979	-0.059070283
RFC1	0	-0.43962773
ARHGEF7	0	-0.43962773
VPS4B	0.345300326	1.026214149
HERC1	1.650136283	6.650017871
ARNT	0.03116194	-0.308921869
MADD	0	-0.43962773
TBC1D2B	-0.015930092	-0.507416609
SKIV2L2	0.319732988	0.918001639
VAC14	0.363229132	1.124727654
PATL1	0.950611985	3.600897892
IGSF3	0	-0.43962773
CCDC56	1.008835649	3.855236226
RAB5A	-0.027106263	-0.558017104
C14orf4	0	-0.43962773
RNF44	0	-0.43962773
ATP6V1H	0.15325627	0.212779501
IDH3G	0.838080809	3.155484699
SEC61G	0.513373123	1.775767115
MAPK6	0.393206955	1.226509378
RAI14	0	-0.43962773
TBC1D5	0.645781936	2.332747787
FKBP3	0.587267327	2.062636975
AP3B1	0.367347094	1.1566513
WRNIP1	0	-0.43962773
WDFY1	-0.003365373	-0.456988918
TRAK2	0.299376234	0.858752006
IRF1	-0.233178711	-1.440080981
DNAJB12	0.091313688	-0.051396673
TBC1D20	0	-0.43962773
HECTD3	0	-0.43962773
STK38	0.261859748	0.676833042
CDK5RAP2	0	-0.43962773
ACSL4	0	-0.43962773
CEBPB	-0.019862837	-0.523946094
SLAIN2	0.2862279	0.776573753
NDUFA6	1.075041791	4.146563377
RHEB	0	-0.43962773
WLS	0	-0.43962773
C15orf24	0.623244457	2.216994503
RNF181	1.402844268	5.565524218
SCAMP1	0.107283958	0.014287918
STX6	0.030878547	-0.31941072
NUP153	2.283318685	9.292591944
DHX40	0.124975997	0.090637536
GMFB	0.162496608	0.263691627
ANKRD40	0.019621328	-0.359395411
IBTK	0.285488404	0.780243959
ERMP1	0.074254143	-0.126421426
COMMD6	1.126916212	4.444655367
PCMTD1	0.467750837	1.567385771
AHCTF1	1.423546535	5.607241649
VEZT	0.223928682	0.500800728
SRXN1	-0.018224593	-0.518283742
KCTD20	1.311367266	5.168916708
FKBP2	1.697077764	6.802658939
SHARPIN	0.805311755	3.016850348
SEPT10	0.144893154	0.173844382
UBE2M	1.226343441	4.823956701
BMS1	0.60677854	2.165537441
STX7	-0.024033666	-0.542982841
MARK3	0.19760904	0.401513038
NENF	1.241066533	4.885861233
PDPK1	1.562761307	6.263011489
VPS13C	1.684483963	6.797240566
MAN2A2	0.293860878	0.815626361
TP53	0	-0.43962773
XPO5	1.451279465	5.738108549
SIPA1L3	-0.007525707	-0.480793758
MIB1	0.985370458	3.777621207
SLC25A11	0.708571125	2.577708718
ZMYM4	0.61644209	2.205725676
EPS8	0.050311092	-0.223378252
IP6K1	0	-0.43962773
RNF216	0	-0.43962773
PPP1R12A	0.744485906	2.749632075
ITGB2	-0.296411213	-1.709600253
KIAA0892	0.243252767	0.594206495
C5orf32	-0.036155241	-0.598273907
TNFRSF10B	0	-0.43962773
GGA1	0.580755911	2.048139143
AMOTL2	0	-0.43962773
E2F4	0.566311143	1.971153493
KIAA0196	0.98002147	3.743230737
MED16	0.735967276	2.704814122
ARL8A	0	-0.43962773
PPP1R2	0	-0.43962773
UBE2E1	0	-0.43962773
TMEM9B	0	-0.43962773
KLHL21	-0.018901284	-0.520883709
ARHGEF18	0.171739974	0.297217772
NUP210	0.263168272	0.661275452
TLK1	0.075917726	-0.123704534
SPTLC2	0.63748947	2.297187154
N4BP1	-0.018862062	-0.519161234
C10orf46	0.141086915	0.155715959
PVRL1	0.202642609	0.420670424
PPP1R7	0.719513017	2.633412225
FAM162A	0.372031178	1.134166671
MPDU1	0.424991373	1.371438547
PBX1	0.072453716	-0.121435096
HEXIM1	0	-0.43962773
DAB2	-0.119407435	-0.960159633
SMC3	1.552237953	6.173680823
PIP4K2C	0	-0.43962773
SC4MOL	0.021483727	-0.339930746
STX12	0.384104821	1.194886522
ID2	-0.06312342	-0.712601655
C10orf18	1.638363425	6.548088728
GOLGA5	0.137991838	0.147214238
OBSL1	0.209645976	0.440476336
EBNA1BP2	2.8949225	11.91141355
FAM192A	0	-0.43962773
C7orf27	1.29067089	5.074232413
CFH	-0.166764527	-1.14498384
GNPTG	1.90189112	7.658561185
FBXO11	0.602699816	2.141494414
DDX46	1.97975877	8.000741775
LETM1	-0.006839805	-0.471479844
MICAL2	-0.035058199	-0.598072354
ERC1	0.558672896	1.952478502
RAP1A	0	-0.43962773
URM1	0.564774147	1.984739654
DYNLT1	0.264157733	0.692947205
DOCK9	0.997243489	3.827452404
WAPAL	1.064776737	4.118172817
PLAT	0	-0.43962773
UBE4B	0.567747664	1.978226458
ZMYM2	0.268709102	0.706270781
TMED4	0	-0.43962773
SPATA20	0	-0.43962773
ZNF358	0.805576372	2.981055689
GNPTAB	0	-0.43962773
C7orf50	1.060607365	4.084434134
NES	-0.041379652	-0.619345668
UACA	0.020398583	-0.35320747
GOT1	0.019584794	-0.362171453
PIP5K1A	0.349218844	1.036153962
ATP13A2	-0.007633212	-0.47024664
SCCPDH	0	-0.43962773
CNOT2	0.354447212	1.074907455
NFIB	0.029338603	-0.313368886
DNTTIP2	1.007504224	3.852729074
C8orf33	0.234124147	0.559121692
KIAA1109	2.1206541	8.641897211
RPS6KA1	-0.041945351	-0.632467864
YY1	0.572279001	2.007894028
MLL4	0.495357728	1.696848602
KDM3A	0.583469926	2.048707938
CAD	2.17965074	8.833664816
AMZ2	0	-0.43962773
AKT1S1	0.665285087	2.425410639
AKR1B1	-0.036465222	-0.594522957
KIAA0090	0.538875466	1.82316766
NUP50	0.94681967	3.568964259
MSH6	2.296165879	9.326661636
PPP5C	0	-0.43962773
DUSP16	0	-0.43962773
MED14	1.377114945	5.441975398
PPP1R12C	0.060505506	-0.18487269
PPME1	0	-0.43962773
CNIH	0.258179214	0.638097883
OSBPL8	1.183968773	4.623103146
LOC100129034	0	-0.43962773
KIF22	1.845228929	7.419379538
MRPL12	1.856619727	7.519197289
SMAD5	0.565214051	1.977465463
SIRPA	-0.03960922	-0.607685834
NAA20	0	-0.43962773
SEL1L3	-0.075913607	-0.774391104
GLOD4	0.078641774	-0.102307927
EMD	0.451097878	1.470730259
LAMA4	-0.072105338	-0.74905958
DHCR7	0.035917953	-0.28224887
CLDND1	0.036526839	-0.277775251
NBN	0.408695039	1.309245461
CD93	-0.151739886	-1.09507343
BLVRB	0.146605469	0.181180074
MTMR3	0.325763908	0.958740035
MRPS7	1.468432162	5.840142996
PPP2R5D	0.28775411	0.781462134
BMI1	-0.013087063	-0.494710823
C5orf43	0	-0.43962773
XPR1	0	-0.43962773
MLX	0	-0.43962773
LANCL1	-0.052038696	-0.6476932
MUC1	-0.025957935	-0.56232804
EVL	-0.000454812	-0.435735147
C19orf42	0.581183586	2.039878944
TEX264	1.160167441	4.503988043
TIA1	0.652368164	2.33130956
MYST3	1.179815586	4.604449051
LRRC47	0.296380993	0.825999253
KIF13B	0.316678458	0.905007362
NEDD9	0	-0.43962773
SNX6	0.512533408	1.74169342
TBCB	0.733965234	2.701080069
GPR172A	1.589903215	6.341635016
GNL2	1.464585811	5.797200865
SNAP23	0	-0.43962773
IPO8	-0.047194246	-0.64173533
MAP2K3	-0.018908613	-0.520539342
EHBP1L1	0.065805818	-0.175997453
HMGXB3	0	-0.43962773
ABCF3	0.381046518	1.154156229
CD14	-0.112239846	-0.913931924
PRKCD	0	-0.43962773
PPFIA1	-0.067542397	-0.731942717
MRPL24	1.151886068	4.497267279
PBX2	0	-0.43962773
TBC1D1	0	-0.43962773
SAPS2	0.142041405	0.162333763
FAM21C	0	-0.43962773
DNAJC13	1.2488166	4.915375971
FUNDC2	0.238836892	0.568816652
MAP2K1	0.054746612	-0.196338011
MYD88	-0.057098394	-0.684823558
GABARAPL1	1.090656561	4.207094836
PPP1R14B	1.661861333	6.686329611
RABEP1	0.201662043	0.419815175
NFKB1	-0.064698152	-0.708316081
RCN2	0.024312351	-0.336171994
MANBAL	0.025956338	-0.327924484
EHD4	0	-0.43962773
SPG7	0.224763036	0.502210136
BCKDK	0	-0.43962773
PACS2	0	-0.43962773
PRKD2	0.022199777	-0.331823493
NUCB2	0	-0.43962773
RSU1	0.022846771	-0.341722619
CSNK2A1	1.225454164	4.790485602
TGFB1	0.005341686	-0.419456035
BACE2	0	-0.43962773
PER1	0.378726641	1.17811362
BBX	1.188199975	4.681165122
KDM5A	1.582423355	6.303995648
GGNBP2	0	-0.43962773
FOXJ3	0.135708817	0.141380989
ALAS1	-0.159081354	-1.119945011
TATDN2	0	-0.43962773
RABGAP1	0.190546898	0.385226187
P4HA1	-0.014220392	-0.498122865
MBNL2	0.202677008	0.426743574
MEA1	1.573379608	6.307184466
DHX38	0.595745973	2.106206862
GART	2.934947832	12.05277775
TEX2	-0.026923322	-0.555915011
MEGF8	0	-0.43962773
PPARD	0	-0.43962773
NCOA3	1.149531865	4.455869571
WIZ	0.165428816	0.268004208
TIAL1	0.063733506	-0.167622435
RSRC2	0.01718148	-0.366000052
DCAF12	1.080130708	4.160383168
SF3B14	1.955438368	7.94610175
TPCN1	0	-0.43962773
SNRPC	2.361739495	9.683019492
PHPT1	1.422249417	5.616846978
ATP11A	0.082590851	-0.085567788
PPL	0.07086059	-0.149493345
ZNF706	0.178205825	0.336009962
ZDHHC7	0	-0.43962773
DIP2B	0.975815337	3.717375873
ARMCX3	0.012702782	-0.389130144
HARS	0.544641587	1.876551451
RARS	0.094672473	-0.031898948
C10orf10	-0.044723045	-0.62757497
NUP205	2.467167906	10.08003786
MAX	0	-0.43962773
C19orf28	0.093425977	-0.033127851
SLC35C2	0.266567981	0.693887196
GPR108	0.540863526	1.859066758
EXOSC10	0.473223691	1.587100535
RAB22A	0	-0.43962773
CD97	-0.060699297	-0.699485959
UGDH	0	-0.43962773
SFRS18	0.1794019	0.31793075
C3orf1	0.236950675	0.568117402
ABCD3	0.032876664	-0.300512592
RNASET2	0	-0.43962773
ARFGAP3	-0.017337444	-0.510945899
FUBP1	1.370813328	5.415931872
TSKU	0	-0.43962773
GIGYF1	0.756896495	2.789011686
PCBD1	0.04910359	-0.238051955
C14orf147	0	-0.43962773
MYO1E	0.079675588	-0.1007448
ETNK1	0	-0.43962773
EXOC3	0	-0.43962773
IL4R	0.004843011	-0.422505819
ATF6	1.085197191	4.206720086
ABCA2	0.069571218	-0.146535217
SGSM3	0	-0.43962773
DOCK1	0.895080611	3.40558452
MRFAP1L1	0.103755799	-0.000311923
KCMF1	0.671764986	2.425897949
UBL3	-0.02398526	-0.538531676
VEZF1	0.459154691	1.548914013
VPS26B	0	-0.43962773
NRIP1	0	-0.43962773
C19orf62	1.851888542	7.488221824
HADH	0.024454075	-0.336299259
MYCBP2	1.567610821	6.265030987
QRICH1	0.075813006	-0.100802102
CSNK1G2	0.887601447	3.358337749
BCL2L13	0.147224106	0.189998277
AATF	1.001627384	3.831354898
ELF1	1.210980665	4.74439782
SEC22B	0	-0.43962773
ARIH2	0.028880719	-0.314589075
RBM23	0	-0.43962773
FAM195B	1.031669609	3.976716794
MRPS27	0.167455416	0.281167871
PCCB	0.010820471	-0.397413523
CLASP1	0.920254306	3.486563595
YES1	0.346724669	1.029294556
SWAP70	0.534250855	1.838366254
IRF9	-0.03026109	-0.578458313
ZFAND6	0	-0.43962773
RNF220	0.508263454	1.717531316
SLC31A1	0.021730186	-0.343701852
ADSS	0.66883564	2.404516914
SERPINE1	-0.014841648	-0.501510871
STK40	0	-0.43962773
SNRPA	2.050545479	8.348465061
DICER1	0.753315399	2.782610843
SH3GLB2	0.123873073	0.091160314
CDKN1B	0.065043769	-0.162030425
C7orf59	2.068576361	8.415620827
FNBP1L	-0.045499881	-0.643018078
PCMT1	0.104506382	0.010453042
DDAH2	0.041002596	-0.267646151
MAEA	0	-0.43962773
DECR1	0.024764748	-0.342975691
HK2	-0.150568676	-1.088365525
G6PC3	-0.043819352	-0.628503331
RALA	0.323747091	0.944396751
ULK1	0	-0.43962773
TSC22D4	0.099187916	-0.01586306
RANBP3	0.548685616	1.90895642
RB1CC1	0.239930695	0.584870308
CLK1	0.465389975	1.540537912
HPS1	0	-0.43962773
SHKBP1	0.283386952	0.768913932
IL1R1	0.059342786	-0.191062664
ALDH1A1	-0.04825645	-0.651912148
TMBIM4	0.394028402	1.22923858
CLSTN3	0	-0.43962773
MEAF6	-0.018849941	-0.517915273
TBRG4	1.207826663	4.750860804
CARM1	0.99211439	3.779824889
NDUFS1	0.271176932	0.725280043
H2AFJ	-0.003290605	-0.457334838
PIGS	0	-0.43962773
ZC3H15	0.595843995	2.086167429
TCOF1	1.330532485	5.2369032
S100A13	0.101503264	0.001747039
SCARB1	-0.068035	-0.732147412
LRIG1	0.061726208	-0.175261267
UBQLN2	0.096720856	-0.037134616
WWP1	0.055893471	-0.199011025
C11orf10	2.466958074	10.17119864
USP19	0.033062252	-0.301696641
ANKRD52	0.400403272	1.249575699
CDC42BPA	0.112615765	0.046195983
FAM3C	0	-0.43962773
SUPT4H1	0.120413217	0.083974698
ENDOD1	0.190388442	0.370302122
KIAA1429	0.976088926	3.684821445
HDAC5	-0.036732749	-0.6029101
MECP2	0.203414383	0.432191992
SENP6	0.450709262	1.497636623
ACAA1	0.166577435	0.26057432
ITCH	0.983754981	3.765049922
RNF19A	0	-0.43962773
NOTCH1	0.020958465	-0.340923239
ATP11B	0.217653736	0.514138
R3HDM2	0	-0.43962773
FAM91A1	0.814588992	3.019736638
SLC11A2	0	-0.43962773
WWP2	0	-0.43962773
SLC9A1	-0.142043836	-1.048053735
SLC30A9	0.171262254	0.283986175
MRPL20	2.016043651	8.185070012
PIP5K1C	0.048726791	-0.231668903
MANF	0.357890406	1.059951562
RNF7	0.376857288	1.151752134
SLC7A1	0.220867545	0.496302475
DCAF5	0.011327757	-0.392209316
TRIP6	0	-0.43962773
BAIAP2	0	-0.43962773
SRM	1.036883731	4.006411029
TXNL1	0	-0.43962773
KIAA1310	0	-0.43962773
USP14	0.365212593	1.105008074
ARL2BP	0.022009388	-0.340959845
VPS26A	0.139437739	0.135146113
AFTPH	0.279652024	0.743901227
USP24	0.832300724	3.115933819
ANKRD10	0.157002252	0.228866177
LONP2	0.161523596	0.270922516
SQRDL	-0.07620919	-0.763257258
RNF4	0.24178608	0.593920788
UBN1	0.992047297	3.785016872
NRAS	0.870082903	3.248396134
ABCF2	0.940529987	3.538099513
LOC151162	0.039662021	-0.27443071
PHLDB1	-0.007579662	-0.465888219
COG4	0.444336528	1.45570004
TENC1	1.003854505	3.851817751
TCIRG1	-0.059836419	-0.697908085
IP6K2	0.595569616	2.103441174
ZNF217	0.358219744	1.092353496
STT3B	1.249577087	4.899825849
TNKS2	1.237102436	4.865790559
FAM65A	0	-0.43962773
MRPS35	0.23594237	0.58935755
PARVA	-0.009844721	-0.481520937
OGFR	0.759889483	2.803922138
TSPAN13	-0.038672816	-0.603011765
TGIF1	0	-0.43962773
GRAMD1A	0	-0.43962773
NNT	0.067920408	-0.151648174
GSK3B	1.066219081	4.12589997
PNPLA6	0.023184715	-0.343656618
RUNX1	-0.019378879	-0.531648228
EP400	1.090090558	4.20137129
CYTSA	0.126028419	0.09035578
ATP5D	1.648325303	6.62679969
DLG1	0.623066242	2.234597552
SERPINB1	-0.037183413	-0.602242865
TBCA	0.760376007	2.820519316
GNL1	0.42457217	1.389993944
RAB3GAP1	1.167331151	4.571771986
GYS1	-0.105880441	-0.87927253
AGPAT2	-0.034833755	-0.594871449
FAM107B	0.096718554	-0.030052603
TRIO	1.057152102	4.070776592
SNX2	-0.018695308	-0.521339856
YIF1A	1.106556707	4.321263293
LIMK2	0.091691871	-0.057132592
TOMM22	1.238008494	4.884507254
PON2	0	-0.43962773
KLC1	-0.040382414	-0.611723196
ARAF	0.007979295	-0.407761026
VPS52	0	-0.43962773
HBXIP	0.417711923	1.338624548
NDRG2	0	-0.43962773
CXCL16	-0.11027795	-0.921746996
PAPSS1	-0.085837739	-0.808804872
NOMO3	0	-0.43962773
CNOT7	0.22509359	0.542801592
ANAPC11	2.163971076	8.837195353
MGST1	-0.012455789	-0.490864227
TMEM2	0.112637398	0.037108884
FNTA	0.035315969	-0.286504984
TCF12	0.690796565	2.530893646
C3orf63	0.872723937	3.305163805
GSS	0.219802582	0.502640567
EGLN1	0	-0.43962773
RLIM	0.408537938	1.314499392
TMEM63B	0.120413217	0.083974698
UBE2H	0.402781364	1.292832439
EIF3J	0.794281267	2.943737202
LOC651250	0	-0.43962773
TGFBR1	0	-0.43962773
ARHGEF11	0.014623791	-0.370756571
TOM1	0.664809134	2.380535092
MAPK14	0.004091755	-0.422938488
CPE	0.239929124	0.585233116
PL-5283	0.303645468	0.875078357
CYB5R1	0	-0.43962773
GSDMD	0.000485389	-0.441729079
LAMB3	-0.059877052	-0.704518964
HEG1	0.210303232	0.464643836
GTPBP1	0.227953268	0.534790494
ST3GAL1	0	-0.43962773
YLPM1	1.215577537	4.764682822
ATMIN	0.121259894	0.078389208
C1orf85	0	-0.43962773
FOXN3	0.086058586	-0.065412294
SLC9A3R2	0.446900103	1.456783165
C10orf119	1.579213719	6.276937554
WBP1	0.666117355	2.40400271
PAK1	0	-0.43962773
CACYBP	2.172426937	8.81256231
LMO7	-0.049234438	-0.658497954
BFAR	0.096402079	-0.008784836
EDC4	0.594772477	2.115655358
HIATL1	0.658841265	2.353320304
IER3	-0.019201033	-0.518611835
DNPEP	0	-0.43962773
RDX	-0.031149356	-0.573583372
GBAS	0	-0.43962773
ANP32E	0.01585051	-0.370850308
CAMKK2	0.017304256	-0.359606205
ERAP1	0.024606055	-0.336639341
MFSD10	-0.010093378	-0.482200919
XIAP	0.234156436	0.565713587
CDK2AP2	0.465299489	1.560403826
GLTP	-0.162704033	-1.151674153
EIF4E2	0.292506875	0.787534297
TMPO	1.797583939	7.199380889
SCOC	0.23239085	0.534676571
SMARCD1	0.022672206	-0.343575082
ZC3H13	1.01621095	3.914917025
DVL1	0.397622061	1.251098663
FUCA1	0.063100554	-0.164941056
ZDHHC9	0	-0.43962773
C9orf78	0.088845657	-0.06301389
TOM1L2	0	-0.43962773
MKLN1	0.627582179	2.253424245
TYK2	0.038709446	-0.280340156
ABI1	0.445119463	1.455496308
C19orf50	1.396880781	5.544233974
IQSEC1	0.591369574	2.065405594
RHOQ	0.057754503	-0.187188691
NECAP2	-0.038025165	-0.601788783
G6PD	0	-0.43962773
NEO1	0	-0.43962773
NINJ1	0	-0.43962773
TCEB3	0	-0.43962773
POLD4	0.478263666	1.58527233
TYMP	-0.20059163	-1.299420026
NDUFA5	0.653333619	2.340279328
RNF13	0.157953296	0.240634469
CDC25B	1.340167299	5.272604471
SPPL3	0	-0.43962773
PITPNB	0.231070909	0.527003608
PPM1A	0.097992725	-0.0280868
MARK2	0.036132542	-0.30483701
FOXO3	0.159420396	0.239924915
BTBD1	0.020958465	-0.340923239
ST5	0	-0.43962773
HYAL2	-0.032580049	-0.572202067
TCEA1	0	-0.43962773
DYRK1A	0.279485415	0.779856636
SMAD4	0.368977615	1.121009553
PTPN18	0	-0.43962773
TRIM27	0	-0.43962773
UBE2A	0.144228188	0.175305678
C17orf62	0.173147052	0.295298892
TMEM85	0.21966297	0.508343447
SNHG5	0.262112039	0.656856946
WDR34	0.327832642	0.973980797
NDUFA9	0.781482552	2.908961396
NFAT5	0.926536525	3.537719544
SPRYD3	0.363576493	1.12028411
NDUFB5	0.341914546	1.004484285
RGL2	-0.015452671	-0.503589833
TBC1D10B	0.234237799	0.557763534
AP3S2	0	-0.43962773
MYO18A	0.119296571	0.080896766
KIAA1949	-0.069353337	-0.733107441
SDHB	0.316565287	0.904292137
ATRX	1.544245408	6.180652009
LYPLA1	0.588514697	2.063897952
ATXN7L3	0.339029087	1.003552361
ARHGAP21	0.660991616	2.398999134
PRKAA1	-0.013370004	-0.497104926
ACTR1B	0.096718554	-0.030052603
ETFA	-0.036699376	-0.601686857
ARGLU1	0.727655581	2.658764992
SRPRB	0.461080568	1.54781107
DYNLL2	0.022502186	-0.337869203
SRF	0	-0.43962773
TMEM165	0	-0.43962773
TSPAN9	0	-0.43962773
UBE2G2	0	-0.43962773
DENR	1.488090708	5.881028249
ILVBL	0.317607289	0.917425708
MRPS18B	0.534963244	1.857163934
SP100	-0.055652293	-0.688077557
CREBL2	1.819465831	7.318220426
PREPL	0.635809557	2.285182568
PIK3R1	-0.03084993	-0.5709416
FAM50A	1.116423577	4.328393112
MBD2	0	-0.43962773
CDC42SE2	0.10021165	-0.02690079
UBAP1	0	-0.43962773
POLE3	1.580117483	6.293874892
